Panelist,Genotype,unique_ID,SampleOrder,Rank,CATA_aroma,CATA_all,Desc,NewDesc,DescCoded
102,120.17,102_120.17,3,1,Cereal,"Sweet, Bitter, Cereal","Very smooth, with a sweet but clean finish","smooth, good aftertaste","smooth, sweet"
102,117.17,102_117.17,4,4,Metallic,"Metallic, Body-Viscosity-Thin, Afterfeel-Astringency-Drying",Almost slightly sour,,sour
103,120.17,103_120.17,1,3,,"Effervescence-BubbleDensity-Dispersed, Body-Viscosity-Thin","Mild, light","mild, light",light
103,120.14,103_120.14,2,2,Woody,"Woody, Bitter","Light, fruity, citrus",light,"light, fruity, citrus"
103,117.17,103_117.17,3,1,Fruity,"Fruity, Body-Density-Light",Nutty,,nutty
103,Copeland,103_Copeland,4,4,"Woody,Stale","Stale, Woody","More bitter than the others, slightly floral",,"bitter, floral"
104,117.17,104_117.17,1,4,,"Body-Density-Light, Sweet, Bitter","Smells light, fruity, sweet. After feel - none, no irritation, dispersed, smooth, light, thin smooth body","low aroma, no aftertaste, smooth, light","smooth, thin, light, flat, low astringency, light, fruity, sweet"
104,120.17,104_120.17,2,1,"SweetAromatic,Grassy","Body-Density-Light, Effervescence-BubbleSize-Large, SweetAromatic, Grassy, Irritation-Alcohol-Warm","Sharp, light, smooth, smells sweet, compact / small effervescence","light, smooth, sharp","sharp, light, smooth, sweet, small bubbles"
104,Copeland,104_Copeland,3,2,"SweetAromatic,Herbacious,Metallic,Waxy","SweetAromatic, Herbacious, Metallic, Waxy, Sour, Body-Density-Light","Woody smell, compact, sharp, tingle tiny bit bitter",sharp,"woody, bubbly, sharp, tingle, bitter"
104,120.14,104_120.14,4,3,Alcoholic,"Bitter, Alcoholic, Irritation-Carbonation-Tingle, Irritation-Alcohol-Warm","Smells sharp/bitter, tastes warm, slight tingle, floral, aftertaste - bitter","bitter aftertaste, sharp","sharp, bitter, warm, tingle, floral, bitter"
105,Copeland,105_Copeland,1,2,"Floral,Earthy","Floral, Body-Density-Light, Earthy","Salty, bitter",,"salty, bitter"
105,117.17,105_117.17,2,4,"Floral,Earthy","Floral, Body-Density-Light, Earthy",Grassy,,grassy
105,120.14,105_120.14,3,1,"Earthy,Woody","Woody, Earthy, Body-Density-Light",Cereal,,cereal
105,120.17,105_120.17,4,3,,"Afterfeel-Astringency-Drying, Irritation-Cooling, Body-Viscosity-Thin","Milld, earthy",mild,earthy
106,120.14,106_120.14,1,2,"Grassy,Earthy","Bitter, Earthy, Grassy","Hoppy, smooth, light","hoppy, smooth, light","smooth, light"
106,Copeland,106_Copeland,2,1,"Fruity,Floral,SweetAromatic","Fruity, Floral, SweetAromatic","Really light, not a lot of flavor","light, bland ",light
106,120.17,106_120.17,3,3,"Floral,Grassy","Floral, Grassy","Sharper taste, can smell hop or barley more","hoppy, sharp","sharp, cereal, grain"
106,117.17,106_117.17,4,4,"Earthy,Woody,Nutty,Burnt,Alcoholic","Earthy, Woody, Burnt, Nutty, Alcoholic","Has a more acid taste, still good",good flavor,sour
107,120.17,107_120.17,1,4,"Grassy,Earthy,Woody,Metallic","Grassy, Earthy, Woody, Metallic, Body-Density-Light, Body-Viscosity-Thin, Effervescence-BubbleDensity-Dispersed, Effervescence-BubbleSize-Small",Miller lite,tastes like a macro brand,light
107,120.14,107_120.14,2,2,"Grassy,Earthy,Woody,Metallic","Grassy, Earthy, Woody, Metallic, Body-Density-Light, Body-Viscosity-Thin, Effervescence-BubbleDensity-Dispersed, Effervescence-BubbleSize-Small",Keystone light,tastes like a macro brand,light
107,117.17,107_117.17,3,3,"Grassy,Earthy,Woody,Metallic","Grassy, Earthy, Woody, Metallic, Body-Density-Light, Body-Viscosity-Thin, Effervescence-BubbleDensity-Dispersed, Effervescence-BubbleSize-Small",Bud light,tastes like a macro brand,light
107,Copeland,107_Copeland,4,1,"Grassy,Earthy,Woody,Metallic","Grassy, Earthy, Woody, Metallic, Body-Density-Light, Body-Viscosity-Thin, Effervescence-BubbleDensity-Dispersed, Effervescence-BubbleSize-Small",Another lite beer,tastes like a macro brand,light
108,117.17,108_117.17,1,2,"Nutty,Cereal","Nutty, Cereal, Cereal-Bready, Body-Density-Light","Light, wheaty, watery (good though), good hot day beer","light, refreshing, watery","light, cereal, grain"
108,120.17,108_120.17,2,1,"Nutty,Cereal","Cereal, Cereal-Grain, Irritation-Cooling, Body-Density-Light, Nutty, Nutty-Almond","Tangy, crisp, lager","crisp, lager",sour
108,Copeland,108_Copeland,3,4,"Cereal,Waxy","Cereal, Cereal-RoastedCereal, Afterfeel-Slippery-High, Waxy, Waxy-Oil","Skunky, little flavor","skunky, bland",0
108,120.14,108_120.14,4,3,"SweetAromatic,Nutty,Cereal","Cereal, Cereal-Malt, SweetAromatic, SweetAromatic-Caramel, Nutty, Nutty-Walnut","Skunky, very wheaty",skunky,"cereal, grain"
109,Copeland,109_Copeland,1,2,"Fruity,Floral,Grassy","Grassy, Body-Viscosity-Thin, Floral, Fruity, Fruity-Citrus, Fruity-Citrus-Grapefruit, Grassy, Grassy-Hay","Light skunk, thin very light as a light beer lacks full mouth feel. Water on the tongue","skunky, light, watery, tastes like a macro brand","thin, light"
109,117.17,109_117.17,2,4,"Grassy,Cereal,Waxy","Waxy, Waxy-Fat, Grassy, Grassy-Hay, Cereal, Cereal-GreenMalt, Effervescence-BubbleSize-Small","Lager esque, decent feel. Tasty but light, no smell, slight spice of a clove","good taste, light, lager","light, spicy, clove"
109,120.14,109_120.14,3,1,"Fruity,Floral,Herbacious,Grassy","Herbacious, Floral, Grassy, Fruity, Fruity-Citrus",Waxy coating of the mouth. Well rounded body. Tasty like a light amber flavor. Very bubbly,,"low slippery, bubbly"
109,120.17,109_120.17,4,3,Cereal,"Cereal, Cereal-Malt, Cereal-Toast",Easy drink with good flavor. Nothing special stands out,"easy drinking, good flavor",0
110,120.14,110_120.14,1,2,Fruity,"Body-Density-Light, Fruity, Fruity-Citrus",More of a soft hop with little flavor to back up. Resembles big corporation and may be good for light beers,tastes like a macro brand,light
110,Copeland,110_Copeland,2,3,,Body-Density-Light,Almost identical to busch,tastes like a macro brand,light
110,120.17,110_120.17,3,1,,,The most citrus and hoppy with the most flavor,"hoppy, good flavor, favorite","fruity, citrus"
110,117.17,110_117.17,4,4,,,Very hoppy but lacking in taste,"hoppy, bland",0
111,120.17,111_120.17,1,1,,,"Rich, good flavor",good flavor,0
111,120.14,111_120.14,2,2,,Cereal,"Cereal, blander",bland,cereal
111,117.17,111_117.17,3,4,,"Ripe, Sour","Ripe, sour, did not care for",least favorite,"ripe, sour"
111,Copeland,111_Copeland,4,3,,Cereal,"Ok, somewhat bland (cereal?)",bland,cereal
112,117.17,112_117.17,1,1,"Fruity,Herbacious","Fruity, Fruity-Tropical, Herbacious","Lemony, light floral, a bit bitter",,"fruity, citrus, lemon, bitter"
112,120.17,112_120.17,2,2,"Grassy,Vegetal","Grassy, Vegetal, Vegetal-Cucumber","Amber, warm, denser than 562, in a good way",heavy,"warm, heavy"
112,Copeland,112_Copeland,3,4,"Fruity,Spicy","Fruity, Fruity-Citrus, Fruity-Citrus-Grapefruit, Spicy, Spicy-Coriander","Anise almost, light, neutral","light, bland ","spicy, anise, light"
112,120.14,112_120.14,4,3,"Fruity,Solvent","Fruity, Fruity-Citrus, Solvent, Solvent-Petroleum","Orangey, a bit warm",,"fruity, citrus, orange, warm"
113,Copeland,113_Copeland,1,4,Waxy,Waxy,"Mild, non-descript","mild, bland",0
113,117.17,113_117.17,2,2,Floral,"Floral, Floral-Hawthorn","Floral, non-descript",,floral
113,120.14,113_120.14,3,1,Earthy,"Earthy, Earthy-Truffle","Nice finish, hay smell, taste",good aftertaste,"grassy, hay"
113,120.17,113_120.17,4,3,Grassy,"Grassy, Grassy-Hay","Flat, but good mouthfell",flat,flat
114,120.14,114_120.14,1,4,,"Body-Particulate-Smooth, Irritation-Carbonation-Tingle, Body-Viscosity-Thin, Irritation-Alcohol-Warm, Effervescence-BubbleSize-Small","Smooth, a bit hoppy, tingly, thin body. a nondescript light beer","smooth, hoppy, bland, tastes like a macro brand","smooth, tingle, thin"
114,Copeland,114_Copeland,2,3,Alcoholic,"Body-Particulate-Smooth, Irritation-Alcohol-Warm, Effervescence-BubbleSize-Small, Body-Density-Light","Smooth/mellow, warm alcohol, small bubbles, thin body. A smooth tasting beer, light","smooth, mellow, smooth, light","smooth, warm, small bubbles, thin, light"
114,120.17,114_120.17,3,1,Alcoholic,"Effervescence-BubbleSize-Small, Afterfeel-Astringency-Drying, Body-Density-Light, Irritation-Cooling","Small bubbles, a bit astringent, light body, cooling, my favorite, mellow yet refreshing","light, favorite, mellow, refreshing","small bubbles, drying, light, cooling"
114,117.17,114_117.17,4,2,,"Irritation-Alcohol-Warm, Effervescence-BubbleSize-Small, Body-Density-Light, Afterfeel-Astringency-Drying","Small bubbles, a bit warm irritation, thin body, a bit astringent. A bit more body and flavor",,"small bubbles, warm, thin, drying"
115,120.17,115_120.17,1,1,"Fruity,Floral","Fruity, Fruity-Pear, Floral, Sweet","Smooth, light, maybe pear","smooth, light","smooth, light, fruity, pear"
115,120.14,115_120.14,2,3,"Ripe,Dairy","Dairy, Ripe, Body-Particulate-Smooth","Creamy, smooth with a little nip",smooth,"dairy, cream, smooth"
115,117.17,115_117.17,3,4,Nutty,"Nutty, Body-Density-Heavy","Nutty, medium body",,"nutty, heavy"
115,Copeland,115_Copeland,4,2,Dairy,"Dairy, Dairy-Butter, Body-Particulate-Smooth","Sweet, smooth, nice aftertaste","smooth, good aftertaste","sweet, smooth"
116,117.17,116_117.17,1,4,"Vegetal,Stale","Vegetal, Vegetal-Corn, Stale, Stale-Cardboard","Corn, astringent finish, light lager flavor. Fairly plain, unremarkable","light, bland, lager","vegetal, corn, drying"
116,120.17,116_120.17,2,1,"Floral,Vegetal,Stale","Vegetal, Vegetal-Corn, Stale, Stale-Cardboard, Floral, Floral-Rose","Cardboard nose, slicker than 562, less astringent, more corn flavor. Not great but better than 562",,"low astringency, vegetal, corn, cardboard"
116,Copeland,116_Copeland,3,2,Floral,"Afterfeel-Astringency-Drying, Floral","Slightly floral, little corn and stale aftertaste, more bitter than 562 and 161",,"floral, vegetal, corn, stale"
116,120.14,116_120.14,4,3,Vegetal,"Sweet, Vegetal, Vegetal-Corn, Afterfeel-Slippery-High","Not much nose, middle of the road. More malt, less corn flavor. Less bitter than 827",low aroma,"cereal, malt, vegetal, corn, bitter"
117,Copeland,117_Copeland,1,3,Grassy,Grassy,"A bit bitter on first taste, piney taste",,"bitter, woody, pine"
117,117.17,117_117.17,2,4,Vegetal,Vegetal,"A bit of a bite on the tongue, sour taste",,"sharp, sour"
117,120.14,117_120.14,3,2,Floral,Floral,"Light on the tongue, nice floral smell","light, nice aroma","light, floral"
117,120.17,117_120.17,4,1,Floral,"Floral, Floral-Jasmine",Jasmine smell-sweet,,"floral, jasmine, sweet"
118,120.14,118_120.14,1,1,Grassy,"Sweet, Grassy, Afterfeel-Astringency-Drying",Very light flavor,light,light
118,Copeland,118_Copeland,2,2,Fruity,"Fruity, Fruity-Apple, Fruity-Apple-SourApple",Wheat flavor,,"cereal, grain"
118,120.17,118_120.17,3,3,Fruity,"Fruity, Fruity-Citrus, Fruity-Citrus-Lemon, Body-Density-Light",Very light flavor,light,light
118,117.17,118_117.17,4,4,Fruity,"Fruity, Fruity-Apple, Fruity-Apple-GreenApple, Body-Density-Light",Not very hoppy tasting!,,0
119,120.17,119_120.17,1,1,"Fruity,Nutty","Fruity, Fruity-Citrus, Fruity-Tropical, Effervescence-BubbleDensity-Compact, Body-Density-Light, Irritation-Carbonation-Tingle, Cereal, cereal-malt","Smell: citrus, sour aroma. Light malt, fruity flavor. Lighter, slightly thin-dispersed.",light,"sour, fruity, citrus, cereal, malt, fruity, light, thin, flat"
119,120.14,119_120.14,2,3,"Fruity,Medicinal","Fruity, Fruity-Apple, Fruity-Apple-SourApple, Sour, Effervescence-BubbleDensity-Dispersed, Afterfeel-Astringency-Drying, Medicinal","Smell: mild, nondescript. Slightly tropical, dry finish.","mild, low aroma, bland","fruity, tropical, drying"
119,117.17,119_117.17,3,4,Floral,"Floral, Afterfeel-Astringency-Low, Effervescence-BubbleDensity-Dispersed, Body-Density-Heavy","Smell: sour, sharp. Tastes sour, flat, medium body, cereal-grainy.","flat, sharp","sour, sharp, sour, flat, heavy, cereal, grain"
119,Copeland,119_Copeland,4,2,"Floral,Cereal","Cereal, Cereal-Malt, Floral, Afterfeel-Astringency-Low, Effervescence-BubbleDensity-Dispersed, Body-Density-Heavy",Smell: malty. Taste: malty grain (umami--might be crackers). Low astringency.,,"cereal, malt, grain, umami, low astringency"
120,117.17,120_117.17,1,1,Fruity,"Fruity, Fruity-StoneFruit, Fruity-StoneFruit-Apricot","Mild, woody scent, grassy finish",mild,"mild, woody, grassy"
120,120.17,120_120.17,2,4,Solvent,"Solvent, Solvent-Chemical",Moderately bitter with little to no scent,low aroma,bitter
120,Copeland,120_Copeland,3,3,"Fruity,Waxy","Fruity, Fruity-Citrus, Fruity-Citrus-Lemon, Fruity-Citrus-Lemon-Peel, Waxy, Waxy-Soap","Lemon peel, soap",,"fruity, citrus, lemon, lemon peel, waxy, soap"
120,120.14,120_120.14,4,2,"SweetAromatic,Herbacious","SweetAromatic, SweetAromatic-Bubblegum, Herbacious, Herbacious-Oregano",Bubble gum with lightly bitter finish. Oregano,,"sweet aromatic, bubble gum, bitter, herbacious"
121,Copeland,121_Copeland,1,1,"Grassy,Stale","Sour, Stale, Grassy, Grassy-Hay","Taste like a blonde, very smooth",smooth,smooth
121,117.17,121_117.17,2,4,Spicy,"Bitter, Afterfeel-Astringency-Drying, Irritation-Spicy-Burning","Hoppy, has an aftertaste",hoppy,0
121,120.14,121_120.14,3,2,,"Bitter, Body-Density-Light, Irritation-Carbonation-Tingle","Not as hoppy as 562, not as smooth as 827",,0
121,120.17,121_120.17,4,3,Woody,"Sweet, Body-Particulate-Smooth, Woody, Woody-Pine","Smoothest out of all 4 of them, but did not have a flavor","smooth, bland",smooth
122,120.14,122_120.14,1,2,"Earthy,Cereal","Earthy, Cereal, cereal-malt","Earthy smell, smooth",smooth,"earthy, smooth"
122,Copeland,122_Copeland,2,4,"Fruity,Floral,Earthy","Earthy, Floral, Fruity, Fruity-Citrus, Fruity-Citrus-Orange, Fruity-Citrus-Orange-Peel, Bitter","Bland, easy to drink","bland, easy drinking",0
122,120.17,122_120.17,3,3,Floral,Floral,"Smooth, easy to drink, not hoppy","smooth, easy drinking",smooth
122,117.17,122_117.17,4,1,Woody,Woody,"Woody, smooth",smooth,"woody, smooth"
123,120.17,123_120.17,1,1,"Cereal,Vegetal","Cereal, Cereal-Grain, Cereal-Bread, Vegetal, Vegetal-Cucumber, Vegetal-Celery","Yeasty, tart but not citrus, slight taste of lemon. Little mossy. Hint of celery, slight bread, slight astringency, light body","yeasty, light","light, low astringency, cereal, bread, vegetal, celery, earthy, mossy, citrus, lemon, sour"
123,120.14,123_120.14,2,2,SweetAromatic,"SweetAromatic, SweetAromatic-Honey","Very light nose, Kolsch-y, slightly sweet, turbinado sugar vibe. Smooth palate feel, dry finish, flavor a little thin","low aroma, smooth","thin, drying, smooth, sweet aromatic, sweet, sugar cane"
123,117.17,123_117.17,3,4,Grassy,"Grassy, Body-Density-Light","Very little nose. Taste like a ""light"" beer. Some nice herb notes, but very light hard to pinpoint. Maybe grass aroma. Bland, no notable mouthfeel","low aroma, tastes like a macro brand, bland","grassy, herbacious, light"
123,Copeland,123_Copeland,4,3,"Fruity,SweetAromatic","Fruity, Fruity-Citrus, Fruity-Citrus-Lemon, SweetAromatic, SweetAromatic-Caramel, Afterfeel-Astringency-Drying, Body-Density-Light","""german"" nose, pilsner / St. Paul. Like both but with a hint of marzen. Fruity but dry, almost semolina grape profile but with beer body. Slightly sharp on the tongue, with a tinge of sweetness on the finish. Light bodied, finish has slight lemon notes","light, sharp","fruity, citrus, light, sharp, drying"
124,117.17,124_117.17,1,1,,Afterfeel-Astringency-Drying,"Light, lasting flavor",light,light
124,120.17,124_120.17,2,3,,Irritation-Carbonation-Tingle,"Heavier, lasting flavor",heavy,heavy
124,Copeland,124_Copeland,3,2,,"Body-Particulate-Smooth, Effervescence-BubbleDensity-Compact, Body-Viscosity-Thin","Hoppy, medium flavor",hoppy,0
124,120.14,124_120.14,4,4,,"Effervescence-BubbleSize-Large, Effervescence-BubbleDensity-Compact, Afterfeel-Slippery-High","Light, hoppy lasting flavor","light, hoppy",light
125,Copeland,125_Copeland,1,4,"SweetAromatic,Ripe","SweetAromatic, Ripe, Body-Particulate-Smooth, Body-Density-Light","Sweet and smooth, earthy hints and not bitter aftertaste",smooth,"sweet, smooth, earthy"
125,117.17,125_117.17,2,2,Waxy,"Sweet, Dairy, Waxy, Waxy-Fat, Body-Particulate-Smooth, Body-Density-Light","Slightly sour and smooth, no bitter aftertaste, slightly sweet",smooth,"sour, smooth, sweet"
125,120.14,125_120.14,3,1,Floral,"Sweet, Floral, Body-Density-Light, Body-Particulate-Smooth","Sweet and fruity (slightly), smooth, light","smooth, light","sweet, fruity, smooth, light"
125,120.17,125_120.17,4,3,Fruity,"Body-Density-Heavy, Body-Particulate-Smooth, Sour, Fruity, Fruity-Citrus, Salty","Bitter and sweet, slightly sour with a slight tangy citrus taste",,"bitter, sweet, sour, fruity, citrus"
126,120.14,126_120.14,1,3,"Herbacious,Burnt","Burnt, Burnt-Coffee, Burnt-Smoke, Herbacious","Bitter, smoky",,"bitter, burnt, smoke"
126,Copeland,126_Copeland,2,4,"Fruity,Cereal,Burnt","Cereal, Cereal-Malt, Burnt, Burnt-Coffee, Fruity","Tangy, bitter",,"sour, bitter"
126,120.17,126_120.17,3,2,"Burnt,Dairy","Dairy, Dairy-Cream, Burnt, Burnt-Coffee, Effervescence-BubbleDensity-Compact","Fruity smell, smoothish",smooth,"fruity, smooth"
126,117.17,126_117.17,4,1,"Grassy,Dairy","Grassy, Grassy-GreenLeaves, Dairy, Dairy-Milk, Effervescence-BubbleDensity-Compact","Mild, slightly bitter finish",mild,"mild, bitter"
127,120.17,127_120.17,1,1,,"Sweet, Spicy, Afterfeel-Slippery-High, Effervescence-BubbleSize-Small","Sweet, spicy, slippery, small bubbles",,"sweet, spicy, slippery, small bubbles"
127,120.14,127_120.14,2,3,,"Salty, Afterfeel-Slippery-Low, Effervescence-BubbleSize-Small","Salty, stale, spicy, small bubbles",,"salty, stale, spicy, small bubbles"
127,117.17,127_117.17,3,4,,"Salty, Stale, Spicy, Effervescence-BubbleSize-Small","Sour, stale, astringent, no bubbles",flat,"sour, stale, drying, flat"
127,Copeland,127_Copeland,4,2,,"Sour, Stale, Afterfeel-Astringency-Drying, Effervescence-BubbleDensity-Dispersed","Salty, nothing, slippery, small bubbles",bland,"salty, slippery, small bubbles"
128,117.17,128_117.17,1,2,Herbacious,Herbacious,Little hoppy,hoppy,0
128,120.17,128_120.17,2,1,Earthy,Earthy,Nice light beer,"nice, light",light
128,Copeland,128_Copeland,3,3,Fruity,"Fruity, Fruity-Citrus",More citrusy aftertaste,,"fruity, citrus"
128,120.14,128_120.14,4,4,Woody,Woody,"Taste similar to 827, a bit hoppy",hoppy,0
129,Copeland,129_Copeland,1,2,,Salty,"Light, good flavor","light, good flavor",light
129,117.17,129_117.17,2,4,Earthy,"Salty, Earthy",Not a whole lot of taste (bland),bland,0
129,120.14,129_120.14,3,3,Grassy,"Bitter, Grassy",Stale taste,,stale
129,120.17,129_120.17,4,1,Fruity,"Bitter, Fruity",Taste good,good taste,0
130,120.14,130_120.14,1,1,,,"Lager, soft, standard","tastes like a macro brand, lager",0
130,Copeland,130_Copeland,2,2,,,"Clearer, open, light",light,light
130,120.17,130_120.17,3,3,Fruity,Fruity,"Fruitier mouthfeel, minimal scent",low aroma,fruity
130,117.17,130_117.17,4,4,,,"Thin, lacking any notable scent","thin, low aroma",thin
131,120.17,131_120.17,1,1,"Floral,SweetAromatic","Floral, SweetAromatic","Sweet, bitter but light not overpowering",light,"sweet, bitter, light"
131,120.14,131_120.14,2,2,"Herbacious,Grassy,Woody","Woody, Grassy, Herbacious","Light crisp like a water beer or a lager, not sharp","light, crisp, watery, tastes like a macro brand, lager",light
131,117.17,131_117.17,3,4,"Woody,Cereal,Stale","Cereal, Woody, Stale","Sour, earthy, not quite hoppy but close, stronger than I like",strong,"sour, earthy"
131,Copeland,131_Copeland,4,3,"Floral,Stale","Sour, Bitter, Floral, Stale","Stronger, more powerful bitter, stays on the tongue","strong, bitter aftertaste",bitter
132,117.17,132_117.17,1,3,Nutty,"Body-Density-Light, Nutty, Body-Particulate-Smooth","Refreshing, light","refreshing, light",light
132,120.17,132_120.17,2,4,Fruity,"Body-Density-Light, Body-Viscosity-Thin, Fruity, Afterfeel-Slippery-Low","Light, more flavor",light,light
132,Copeland,132_Copeland,3,2,Medicinal,"Body-Density-Light, Body-Viscosity-Thin, Effervescence-BubbleDensity-Compact, Medicinal, Bitter","hops, light, refreshing","hoppy, light, refreshing",light
132,120.14,132_120.14,4,1,"Floral,Nutty","Body-Density-Light, Body-Viscosity-Thin, Floral, Nutty","refreshing, light","refreshing, light",light
133,Copeland,133_Copeland,1,4,Woody,"Body-Density-Light, Woody, Woody-Pine, Body-Particulate-Smooth",Pilsner,,0
133,117.17,133_117.17,2,2,,"Effervescence-BubbleDensity-Compact, Effervescence-BubbleSize-Large, Irritation-Carbonation-Tingle",Bitter aftertaste,bitter aftertaste,bitter
133,120.14,133_120.14,3,3,,"Effervescence-BubbleSize-Small, Irritation-Alcohol-Warm, Bitter","Very light IPA, pine / citrus flavored",,"light, fruity, citrus, woody, pine"
133,120.17,133_120.17,4,1,,"Effervescence-BubbleDensity-Dispersed, Sweet, Effervescence-BubbleSize-Small, Body-Particulate-Smooth","Sweet, smooth, good beer for hot day. Refreshing","smooth, refreshing","sweet, smooth"
134,120.14,134_120.14,1,1,Vegetal,Vegetal,"Tastes like more of a lager, light beer. Would compare to a bud light or coors light flavor","tastes like a macro brand, lager, light",light
134,Copeland,134_Copeland,2,4,Stale,Stale,Not much of a taste,bland,0
134,120.17,134_120.17,3,2,Earthy,Earthy,"This beer was the best of the three so far, it was light and fluffy but hints of hops or barley?",light,"smooth, small bubbles, light, cereal, grain"
134,117.17,134_117.17,4,3,Fruity,"Fruity, Afterfeel-Slippery-High",Tastes more like a wine. Fruity in flavor,,fruity
135,120.17,135_120.17,1,3,,"Body-Particulate-Smooth, Body-Density-Light","light, lightly hoppy",light,light
135,120.14,135_120.14,2,1,Earthy,"Body-Density-Light, Earthy","Less hoppy than 161, citrus","light, hoppy","fruity, citrus"
135,117.17,135_117.17,3,2,"Earthy,Nutty","Afterfeel-Astringency-Drying, Earthy, Nutty","Hoppy, nutty",hoppy,nutty
135,Copeland,135_Copeland,4,4,"Fruity,Earthy","Body-Particulate-Smooth, Fruity, Fruity-Citrus, Bitter",Hoppy,hoppy,0
136,117.17,136_117.17,1,3,"Fruity,Woody","Woody, Fruity, Fruity-Apple, Fruity-Apple-Cider","Woody cider, very light, I feel like I could drink all day","light, easy drinking","woody, fruity, apple, cider, light"
136,120.17,136_120.17,2,1,Fruity,"Fruity, Fruity-Citrus, Fruity-Citrus-Lemon","Citrus lemon, has more flavor",,"fruity, citrus, lemon"
136,Copeland,136_Copeland,3,2,Nutty,"Nutty, Nutty-Walnut","Nutty walnut, stronger in flavor / refreshing",refreshing,nutty
136,120.14,136_120.14,4,4,Woody,"Woody, Woody-Pine","Woody pine, flavor was not very good",,"woody, pine"
137,Copeland,137_Copeland,1,3,"Earthy,Woody","Earthy, Woody, Body-Particulate-Smooth","Dry bitter, earthy, woody, bitter",,"drying, bitter, earthy, woody, bitter"
137,117.17,137_117.17,2,1,Fruity,"Fruity, Fruity-Citrus","Light, citrusy",light,"light, fruity, citrus"
137,120.14,137_120.14,3,4,Dairy,"Dairy, Dairy-Butter",Stale earthy,,"stale, earthy"
137,120.17,137_120.17,4,2,"Earthy,Nutty","Nutty, Earthy",Grassy,,grassy
138,120.14,138_120.14,1,1,"Grassy,Vegetal","Salty, Grassy, Vegetal, Vegetal-Peas","Grassy aroma, umami taste, not hoppy",,"grassy, umami"
138,Copeland,138_Copeland,2,3,Herbacious,"Herbacious, Afterfeel-Astringency-Drying","Metallic flavor, salty aroma, drying afterfeel",,"metallic, salty, drying"
138,120.17,138_120.17,3,4,"Earthy,Stale","Salty, Stale, Stale-Cardboard, Earthy, Earthy-Soil","Paper/cardboard aroma, earthy musty taste, slippery afterfeel",,"stale, cardboard, paper, earthy, musty, slippery"
138,117.17,138_117.17,4,2,"Metallic,Stale","Bitter, Metallic, Salty, Stale, Stale-Paper","Green plant aroma, sour flavor, drying after feel",,"grassy, green plant, sour, drying"
139,120.17,139_120.17,1,4,,,"Floral, slightly hoppy",hoppy,floral
139,120.14,139_120.14,2,2,"Fruity,Metallic","Fruity, Metallic","Slightly hoppy, band-aid/penny",hoppy,"medicinal, band-aid, metallic"
139,117.17,139_117.17,3,1,"Floral,Woody","Floral, Woody, Woody-Oak","Floral, oak? apricot",,"floral, fruity, stone fruit, apricot"
139,Copeland,139_Copeland,4,3,"Alcoholic,Vegetal","Vegetal, Vegetal-Carrots, Alcoholic, Alcoholic-Rum","Rubber band, tart (slight), honey-wine-isn, not by much",,"medicinal, rubber, sour, sweet aromatic, honey"
140,117.17,140_117.17,1,3,Stale,Stale,"Pale, low hops",,0
140,120.17,140_120.17,2,2,Earthy,Earthy,"Pale, low hops, more complex than 562",,0
140,Copeland,140_Copeland,3,1,Meaty,Meaty,"Richer and fuller, malty-er",,"heavy, thick"
140,120.14,140_120.14,4,4,Solvent,Solvent,Less flavor than all previous,,0
141,Copeland,141_Copeland,1,1,,"Effervescence-BubbleSize-Large, Bitter, Body-Particulate-Smooth","Sharp, light bitterness, smooth, mouthfeel was good","sharp, smooth","sharp, bitter, smooth"
141,117.17,141_117.17,2,3,,"Sweet, Cereal Cereal-Malt","Sweet, malty flavor",,"sweet, cereal, malt"
141,120.14,141_120.14,3,4,,,"Light, tarty, *illegible*",light,"light, sour"
141,120.17,141_120.17,4,2,,,light aroma *illegible*,low aroma,light
142,120.14,142_120.14,1,2,"Woody,Nutty","Woody, Nutty, Sweet, Body-Particulate-Smooth, Body-Density-Light",Taste better than corona,,0
142,Copeland,142_Copeland,2,1,Stale,"Stale, Sweet",Tastes the best?,favorite,0
142,120.17,142_120.17,3,4,Woody,"Salty, Woody, Woody-Pine",Kinda sour,,sour
142,117.17,142_117.17,4,3,"Metallic,Dairy","Dairy, Dairy-Butter, Metallic",taste like rubber,,"medicinal, rubber"
143,120.17,143_120.17,1,2,,"Sweet, Body-Density-Light",Lite and crisp,"light, crisp",light
143,120.14,143_120.14,2,1,Grassy,"Bitter, Grassy",Little bitter,,bitter
143,117.17,143_117.17,3,4,Floral,"Sour, Floral",Little sour,,sour
143,Copeland,143_Copeland,4,3,Earthy,"Bitter, Earthy",Strong after taste,strong aftertaste,0
144,117.17,144_117.17,1,4,"Fruity,Floral","Fruity, Fruity-DifferentFruits, Floral",floral,,floral
144,120.17,144_120.17,2,2,"Fruity,Cereal","Fruity, Fruity-Citrus, Cereal, Body-Density-Light","Floral, lite, not hoppy at all",light,"floral, light"
144,Copeland,144_Copeland,3,3,Fruity,"Fruity, Fruity-Citrus",Tastes like 562 & 161,,"floral, light"
144,120.14,144_120.14,4,1,"Fruity,Nutty","Fruity, Fruity-Citrus, Nutty, Bitter","Fruity, great taste, more like a lite beer","good taste, tastes like a macro brand","fruity, light"
145,Copeland,145_Copeland,1,3,"Woody,Vegetal","Vegetal, Bitter, Woody",Reminds me of a kolsch like green peas or canadian beer,,"vegetal, peas"
